carat,cut,color,clarity,depth,table,price,x,y,z,volume
1.7,Premium,H,VS2,60.6,58.0,10333,7.72,7.65,4.66,275.21028
1.7,Ideal,H,VS2,62.8,55.0,10333,7.61,7.54,4.76,273.125944
1.7,Premium,H,VS2,59.0,58.0,10333,7.77,7.72,4.57,274.12870799999996
1.21,Ideal,D,VS1,61.0,57.0,10335,6.88,6.85,4.19,197.46632000000002
1.57,Very Good,I,VS1,59.7,61.0,10336,7.51,7.62,4.52,258.662424
1.7,Premium,H,VVS2,61.4,58.0,10337,7.66,7.62,4.69,273.751548
1.58,Ideal,I,VS2,61.1,55.0,10338,7.48,7.53,4.59,258.528996
1.66,Ideal,F,SI2,62.6,59.0,10338,7.53,7.57,4.73,269.61993300000006
1.42,Premium,F,VS1,58.4,59.0,10338,7.36,7.32,4.29,231.12460800000002
1.53,Ideal,E,SI2,61.2,57.0,10339,7.42,7.46,4.55,251.85706
2.18,Very Good,E,I1,62.0,60.0,10340,8.25,8.33,5.14,353.23364999999995
1.6,Very Good,H,SI2,61.1,57.0,10340,7.55,7.5,4.6,260.47499999999997
1.29,Premium,F,VS1,60.9,58.0,10341,6.97,7.01,4.26,208.14232199999998
1.7,Very Good,I,SI1,63.1,57.0,10341,7.51,7.46,4.72,264.436112
1.01,Premium,F,VVS1,60.8,58.0,10341,6.55,6.48,3.96,168.07824000000002
1.27,Ideal,G,VVS2,62.4,53.3,10342,6.94,6.95,4.33,208.84889
1.17,Ideal,G,VVS1,61.7,57.0,10342,6.84,6.9,4.13,194.91948
1.23,Ideal,F,VS2,62.4,54.0,10342,6.84,6.87,4.28,201.12062400000002
1.58,Ideal,H,SI1,62.5,57.0,10345,7.43,7.39,4.63,254.22265099999998
1.6,Very Good,I,VS2,60.0,58.0,10346,7.61,7.68,4.59,268.261632
1.65,Ideal,H,SI2,61.6,55.0,10349,7.58,7.62,4.68,270.31492799999995
1.54,Premium,I,VS1,61.6,58.0,10349,7.42,7.39,4.56,250.04212799999996
1.54,Very Good,I,VS1,61.1,63.0,10349,7.43,7.36,4.52,247.175296
1.54,Good,I,VS1,63.6,60.0,10349,7.33,7.3,4.65,248.81685000000002
1.04,Premium,E,VVS1,62.5,59.0,10350,6.41,6.46,4.02,166.462572
1.1,Ideal,D,VS2,61.7,56.0,10350,6.63,6.67,4.1,181.31060999999997
1.61,Premium,J,IF,62.1,58.0,10350,7.53,7.47,4.66,262.120806
1.4,Very Good,G,VS2,60.1,62.0,10351,7.16,7.25,4.33,224.77030000000002
1.17,Ideal,F,VVS2,61.9,54.0,10351,6.76,6.82,4.2,193.63344
1.21,Ideal,E,VS1,62.4,57.0,10351,6.75,6.83,4.24,195.4746
1.5,Fair,G,SI1,64.5,57.0,10352,7.15,7.09,4.59,232.683165
1.21,Ideal,D,VS2,60.9,60.0,10353,6.91,6.86,4.19,198.61689400000006
1.59,Very Good,H,SI1,62.2,58.0,10356,7.45,7.48,4.64,258.56864
1.5,Very Good,E,SI1,63.2,59.0,10356,7.24,7.2,4.56,237.70368
1.58,Ideal,J,VVS1,61.5,56.0,10357,7.48,7.5,4.61,258.62100000000004
1.63,Ideal,E,SI2,61.7,57.0,10357,7.5,7.54,4.64,262.392
1.31,Ideal,G,VS1,62.0,58.0,10359,6.97,7.02,4.34,212.35359599999995
1.62,Premium,I,VS1,61.7,59.0,10362,7.55,7.47,4.63,261.125055
1.57,Ideal,E,SI2,61.4,56.0,10362,7.44,7.52,4.59,256.80499199999997
1.51,Very Good,D,SI2,63.3,58.0,10362,7.25,7.28,4.6,242.78799999999998
1.65,Ideal,I,SI1,61.7,55.0,10365,7.6,7.63,4.7,272.5436
1.26,Premium,E,VS1,60.7,58.0,10367,7.02,7.04,4.27,211.02681599999997
1.26,Ideal,G,VVS2,60.7,56.0,10367,7.03,7.05,4.27,211.627605
1.2,Ideal,F,VS1,62.1,58.0,10367,6.78,6.84,4.23,196.16709600000002
1.16,Ideal,G,IF,59.9,57.0,10368,6.85,6.93,4.13,196.05316499999998
1.26,Ideal,G,VS1,62.2,54.0,10371,6.89,6.98,4.31,207.27738199999996
1.5,Very Good,F,SI1,63.0,55.0,10372,7.27,7.31,4.59,243.92958299999998
1.5,Fair,D,SI1,65.1,59.0,10374,7.1,7.01,4.59,228.44888999999998
1.7,Premium,F,SI2,61.8,60.0,10377,7.64,7.56,4.7,271.46448
1.4,Very Good,G,VS2,62.2,61.0,10378,7.09,7.13,4.42,223.43851399999997
1.21,Ideal,G,VVS2,62.0,56.0,10378,6.8,6.84,4.23,196.74576000000002
1.35,Ideal,G,VS1,61.5,56.0,10378,7.15,7.12,4.39,223.48612
1.5,Very Good,H,SI1,60.6,60.0,10380,7.45,7.36,4.49,246.19568
1.55,Ideal,I,VS1,61.5,54.0,10384,7.42,7.58,4.61,259.282996
1.02,Ideal,E,VVS2,61.5,57.0,10384,6.55,6.5,4.01,170.72574999999998
1.1,Premium,E,VVS2,60.1,58.0,10387,6.69,6.76,4.04,182.706576
1.24,Premium,E,VS1,59.9,61.0,10388,6.99,6.96,4.18,203.358672
1.24,Premium,G,VVS2,59.9,60.0,10388,7.0,6.98,4.19,204.72340000000003
2.01,Ideal,I,SI1,62.8,57.0,10389,8.04,7.98,5.03,322.720776
1.27,Premium,G,VVS2,61.0,58.0,10389,7.01,6.96,4.26,207.843696
1.52,Ideal,I,VS1,60.7,60.0,10392,7.4,7.42,4.5,247.086
1.24,Ideal,G,VVS2,61.4,58.0,10395,6.88,6.92,4.24,201.86470400000002
1.13,Ideal,G,VVS2,61.6,57.0,10396,6.66,6.75,4.13,185.66414999999998
1.7,Premium,I,VS2,61.9,56.0,10396,7.55,7.5,4.66,263.8725
1.56,Ideal,F,SI2,61.6,56.0,10396,7.45,7.41,4.58,252.83661
1.53,Premium,H,SI1,59.5,59.0,10398,7.53,7.46,4.46,250.535148
1.56,Ideal,I,VS1,61.2,59.0,10399,7.43,7.5,4.57,254.66324999999998
2.01,Premium,J,VS2,58.6,61.0,10401,8.18,8.14,4.78,318.277256
1.51,Premium,I,VS1,61.1,61.0,10401,7.37,7.32,4.49,242.228316
1.5,Ideal,I,VS1,62.2,54.0,10406,7.33,7.4,4.57,247.88594000000003
1.01,Premium,D,VVS2,62.4,60.0,10407,6.36,6.31,3.95,158.51982
1.31,Very Good,D,VS2,59.5,61.0,10409,7.16,7.19,4.27,219.821308
1.1,Ideal,D,VVS2,61.0,56.0,10410,6.67,6.73,4.09,183.596419
1.51,Premium,H,VS2,60.6,58.0,10411,7.42,7.36,4.48,244.65817600000003
2.01,Premium,J,SI1,59.8,57.0,10412,8.17,8.13,4.87,323.47562700000003
1.11,Ideal,F,VVS1,61.9,57.0,10412,6.62,6.66,4.11,181.206612
2.02,Ideal,I,SI2,62.2,57.0,10412,8.06,7.99,4.99,321.353006
1.37,Premium,G,VS1,58.3,60.0,10412,7.35,7.3,4.27,229.10684999999995
1.35,Premium,G,VS1,61.0,59.0,10415,7.15,7.09,4.34,220.00978999999998
2.0,Good,G,SI2,64.3,60.0,10416,7.87,7.83,5.05,311.191605
1.55,Premium,I,VS1,58.2,60.0,10416,7.69,7.59,4.45,259.73359500000004
1.43,Very Good,G,VS2,62.2,58.0,10419,7.15,7.18,4.46,228.96302
1.52,Ideal,I,IF,62.2,57.0,10419,7.27,7.33,4.54,241.932514
1.32,Premium,F,VS2,60.9,59.0,10423,7.12,7.06,4.32,217.154304
1.56,Premium,H,VS2,62.2,58.0,10424,7.41,7.44,4.62,254.702448
1.5,Very Good,H,VS2,58.9,59.0,10424,7.34,7.43,4.35,237.23246999999995
2.77,Premium,H,I1,62.6,62.0,10424,8.93,8.83,5.56,438.416564
1.4,Ideal,G,VS2,62.1,55.0,10427,7.12,7.05,4.4,220.8624
1.5,Good,G,SI1,63.7,59.0,10428,7.19,7.23,4.59,238.605183
1.5,Premium,G,SI1,62.3,58.0,10428,7.27,7.33,4.55,242.46540499999998
1.58,Premium,I,VS1,61.1,59.0,10428,7.44,7.52,4.57,255.686016
1.5,Good,G,SI1,64.2,58.0,10428,7.14,7.2,4.6,236.4768
1.52,Good,H,VS2,63.3,57.0,10428,7.32,7.33,4.64,248.96198399999997
1.71,Very Good,J,VS1,61.9,59.0,10428,7.6,7.69,4.73,276.44012000000004
1.75,Premium,J,VS1,62.2,59.0,10429,7.7,7.74,4.8,286.0704
1.21,Very Good,E,VS1,60.0,58.0,10430,6.89,6.97,4.16,199.776928
1.34,Premium,F,VS2,61.1,58.0,10431,7.12,7.05,4.33,217.34868
1.52,Premium,D,SI2,59.8,60.0,10433,7.42,7.5,4.46,248.19899999999998
1.23,Very Good,G,VVS1,61.3,57.0,10435,6.88,6.96,4.24,203.031552
1.19,Ideal,F,VVS2,61.7,56.0,10436,6.82,6.85,4.22,197.14574
2.63,Very Good,J,I1,62.3,61.0,10437,8.76,8.81,5.47,422.150532
1.29,Premium,F,VS1,59.3,60.0,10437,7.14,7.1,4.22,213.92867999999996
1.71,Ideal,I,SI2,61.1,55.0,10438,7.78,7.73,4.74,285.060756
1.16,Ideal,F,VVS2,61.8,56.7,10439,6.7,6.78,4.16,188.97216
1.25,Ideal,D,VS1,61.7,56.0,10441,6.92,7.01,4.3,208.58955999999998
1.11,Ideal,D,VS2,61.2,57.0,10443,6.69,6.71,4.1,184.04859
1.23,Ideal,G,VVS2,61.3,56.0,10445,6.89,6.91,4.23,201.389877
1.14,Premium,E,VVS2,59.7,58.0,10446,6.91,6.83,4.1,193.50073
1.53,Very Good,H,SI1,61.3,56.0,10446,7.42,7.44,4.56,251.733888
1.57,Very Good,I,VS2,60.3,58.0,10447,7.58,7.55,4.56,260.96423999999996
1.57,Very Good,H,SI1,59.6,58.0,10447,7.61,7.65,4.55,264.88507500000003
1.19,Ideal,F,VS1,60.5,57.0,10449,6.82,6.88,4.15,194.72464000000002
1.5,Fair,F,SI1,64.3,58.0,10450,7.04,7.09,4.54,226.60774400000003
1.01,Very Good,D,VVS2,62.5,59.0,10453,6.34,6.4,3.98,161.49248
1.07,Ideal,E,VVS2,61.8,54.0,10453,6.56,6.61,4.07,176.48171200000002
3.05,Premium,E,I1,60.9,58.0,10453,9.26,9.25,5.66,484.8073
1.2,Ideal,G,VVS2,61.1,56.0,10454,6.88,6.91,4.21,200.14676799999998
1.36,Ideal,G,VS1,61.0,56.0,10455,7.13,7.11,4.34,220.013262
2.1,Ideal,I,SI2,63.0,56.0,10457,8.18,8.15,5.12,341.33504
1.71,Premium,H,VS1,62.1,59.0,10457,7.63,7.55,4.71,271.326615
1.57,Ideal,I,VS2,62.8,57.0,10462,7.46,7.37,4.66,256.207732
1.09,Very Good,F,VVS1,61.4,58.0,10463,6.6,6.65,4.07,178.63230000000001
1.2,Ideal,G,VVS2,62.2,53.0,10463,6.8,6.84,4.24,197.21088
1.54,Premium,H,SI1,62.2,58.0,10466,7.45,7.32,4.59,250.31106000000003
1.53,Very Good,H,SI1,61.1,57.0,10468,7.44,7.45,4.55,252.19740000000002
1.53,Very Good,H,SI1,61.0,61.0,10468,7.4,7.45,4.53,249.73890000000003
2.46,Premium,E,SI2,59.7,59.0,10470,8.82,8.76,5.25,405.6318
1.59,Premium,I,VS2,62.9,56.0,10471,7.48,7.43,4.69,260.653316
1.35,Ideal,G,VS1,60.9,54.0,10471,7.18,7.15,4.36,223.82932000000002
1.6,Ideal,F,SI2,61.7,56.0,10472,7.5,7.53,4.64,262.044
1.7,Premium,G,SI2,61.9,58.0,10472,7.61,7.57,4.7,270.75619
1.53,Very Good,H,SI1,63.4,55.0,10473,7.3,7.34,4.64,248.62048
1.39,Very Good,G,VS2,62.6,56.0,10476,7.08,7.11,4.44,223.50427200000004
1.01,Very Good,F,IF,61.9,59.0,10476,6.38,6.45,3.97,163.36947000000004
1.72,Very Good,J,VS2,60.9,61.0,10477,7.77,7.79,4.74,286.904142
1.61,Premium,F,SI1,60.2,58.0,10477,7.61,7.65,4.59,267.213735
1.5,Good,H,VS2,63.6,58.0,10478,7.27,7.22,4.61,241.976134
1.5,Premium,H,VS2,61.2,61.0,10478,7.32,7.25,4.46,236.69219999999999
1.5,Very Good,F,SI1,63.0,56.0,10479,7.28,7.32,4.6,245.13216000000003
1.63,Premium,I,VS2,61.0,60.0,10479,7.62,7.59,4.64,268.35811199999995
1.56,Ideal,I,VVS2,62.0,56.0,10481,7.39,7.42,4.6,252.23547999999997
1.21,Ideal,G,VVS1,61.0,57.0,10482,6.93,6.87,4.21,200.43431099999998
1.5,Premium,I,VVS2,60.2,58.0,10483,7.5,7.34,4.47,246.07349999999997
1.21,Ideal,G,VVS1,61.4,58.0,10483,6.85,6.89,4.22,199.16922999999997
2.0,Fair,I,SI2,65.2,59.0,10483,7.74,7.69,5.03,299.388618
1.6,Premium,E,SI2,59.4,59.0,10483,7.61,7.55,4.5,258.54975
2.0,Fair,I,SI2,67.7,57.0,10483,7.88,7.64,5.26,316.66883199999995
1.51,Premium,H,SI2,61.6,60.0,10485,7.34,7.27,4.5,240.1281
1.24,Premium,G,VVS1,60.4,59.0,10485,7.02,7.01,4.24,208.65124799999998
1.1,Ideal,F,VVS2,61.2,56.0,10487,6.66,6.74,4.1,184.04244
1.52,Premium,D,SI2,61.6,56.0,10487,7.47,7.39,4.58,252.83111399999999
2.01,Very Good,J,SI2,63.3,56.0,10490,7.86,7.96,5.01,313.453656
2.0,Ideal,F,I1,60.3,56.0,10494,8.16,8.27,4.94,333.367008
1.22,Premium,F,VVS2,63.0,56.0,10494,6.88,6.76,4.3,199.98784
1.6,Very Good,I,VS2,60.0,60.0,10497,7.55,7.59,4.54,260.16243
1.52,Very Good,H,VS1,59.8,57.0,10497,7.47,7.55,4.49,253.229265
1.51,Premium,G,SI1,62.2,58.0,10497,7.26,7.3,4.53,240.08094
1.69,Very Good,I,SI1,61.8,60.0,10497,7.58,7.61,4.69,270.53702200000004
1.2,Very Good,G,IF,60.9,55.0,10497,6.9,6.93,4.21,201.30957
1.01,Very Good,E,VVS1,63.2,54.0,10498,6.41,6.31,4.02,162.59734199999997
1.01,Very Good,D,VVS2,59.8,57.0,10499,6.49,6.58,3.91,166.973422
1.55,Premium,G,VS2,60.5,60.0,10499,7.49,7.46,4.52,252.55680799999996
1.62,Ideal,I,VS2,62.1,55.0,10501,7.53,7.58,4.69,267.693006
1.7,Premium,I,SI1,59.7,60.0,10501,7.77,7.72,4.62,277.127928
1.51,Ideal,H,SI1,62.8,55.0,10502,7.32,7.29,4.59,244.935252
1.21,Ideal,F,VS1,61.8,56.0,10504,6.84,6.86,4.23,198.48175200000003
1.19,Ideal,G,VVS1,61.6,59.0,10508,6.78,6.79,4.18,192.43131599999998
1.24,Premium,G,IF,60.5,60.0,10508,6.95,6.91,4.19,201.22265500000003
1.52,Premium,D,SI1,61.2,62.0,10512,7.38,7.36,4.51,244.96876799999998
1.14,Ideal,E,VVS2,62.3,55.0,10512,6.68,6.71,4.17,186.911076
1.51,Good,F,SI1,64.2,57.0,10514,7.09,7.2,4.59,234.31032
1.04,Very Good,F,IF,59.8,56.0,10515,6.64,6.71,3.99,177.77205600000002
1.5,Premium,D,SI2,59.9,62.0,10517,7.4,7.37,4.42,241.05796
1.54,Very Good,I,VVS2,62.7,57.0,10518,7.35,7.43,4.63,252.84661499999996
1.51,Premium,H,SI1,60.6,59.0,10519,7.45,7.41,4.5,248.42025
1.7,Ideal,I,SI1,61.8,55.0,10520,7.62,7.57,4.69,270.53514600000005
1.62,Very Good,H,SI1,62.8,59.0,10521,7.4,7.45,4.66,256.9058
1.57,Ideal,H,SI1,60.5,57.0,10521,7.6,7.57,4.59,264.07187999999996
1.56,Very Good,I,VS1,58.2,59.0,10523,7.65,7.7,4.47,263.30535
2.0,Good,D,SI2,63.8,57.0,10528,7.93,7.88,5.04,314.941536
2.0,Premium,I,SI2,62.3,57.0,10528,8.12,8.05,5.03,328.79098
1.29,Premium,F,VS1,60.9,58.0,10530,7.01,6.97,4.26,208.14232199999998
1.71,Ideal,H,VS2,63.0,57.0,10534,7.57,7.53,4.76,271.329996
1.71,Premium,H,SI2,62.3,58.0,10534,7.66,7.62,4.76,277.83739199999997
1.56,Ideal,H,SI1,62.4,53.7,10536,7.43,7.48,4.65,258.43026000000003
1.28,Ideal,G,VS1,62.1,56.0,10537,6.97,6.94,4.32,208.96617600000002
1.22,Ideal,D,VS2,61.7,56.0,10538,6.89,6.86,4.24,200.40529600000002
1.04,Premium,E,VVS1,62.5,59.0,10539,6.46,6.41,4.02,166.462572
1.33,Ideal,G,VS1,62.0,55.0,10539,7.12,7.07,4.4,221.48896000000002
1.59,Premium,H,SI1,60.6,60.0,10542,7.59,7.53,4.58,261.759366
1.5,Ideal,G,SI2,60.5,57.0,10543,7.4,7.43,4.49,246.86918
1.58,Ideal,H,SI1,61.4,56.0,10546,7.46,7.53,4.6,258.39948
1.51,Very Good,D,SI2,61.7,59.0,10546,7.28,7.35,4.51,241.32108
1.15,Ideal,D,VS2,61.0,57.0,10546,6.76,6.78,4.13,189.28946399999998
1.03,Premium,F,VVS1,59.7,60.0,10546,6.63,6.57,3.94,171.622854
1.55,Very Good,H,VS2,63.3,56.0,10546,7.38,7.32,4.65,251.20044000000001
1.51,Premium,H,VS2,61.5,58.0,10548,7.45,7.32,4.45,242.67630000000003
1.51,Premium,H,VS2,63.0,58.0,10548,7.34,7.27,4.6,245.46427999999995
1.57,Ideal,E,SI2,61.4,56.0,10550,7.52,7.44,4.59,256.80499199999997
1.5,Very Good,I,VVS2,59.7,60.0,10551,7.46,7.62,4.5,255.80339999999998
1.66,Premium,E,SI2,62.6,58.0,10553,7.53,7.48,4.7,264.72468000000003
1.51,Ideal,G,VS2,62.8,57.0,10553,7.33,7.26,4.58,243.728364
1.51,Fair,G,VS2,58.1,67.0,10553,7.59,7.49,4.38,248.999058
1.21,Ideal,E,VS2,61.8,53.0,10556,6.86,6.9,4.25,201.16950000000003
1.31,Ideal,G,VS1,62.0,53.0,10556,7.06,7.07,4.37,218.125054
1.26,Ideal,G,VVS2,60.7,56.0,10556,7.05,7.03,4.27,211.627605
1.5,Very Good,H,VS2,61.6,55.0,10558,7.37,7.43,4.56,249.70149599999996
2.01,Premium,I,SI2,62.7,58.0,10558,8.02,7.97,5.01,320.23619399999995
1.53,Ideal,I,VS1,61.5,55.0,10560,7.4,7.42,4.56,250.38047999999998
1.64,Ideal,I,VS2,62.5,56.0,10562,7.58,7.52,4.72,269.047552
1.5,Premium,H,SI1,61.8,60.0,10567,7.31,7.23,4.49,237.30233700000002
1.01,Good,E,VVS1,63.1,59.0,10567,6.31,6.34,3.99,159.621546
1.62,Very Good,H,SI1,63.1,56.0,10567,7.38,7.51,4.7,260.49186000000003
1.21,Ideal,G,VVS2,61.3,57.0,10568,6.83,6.85,4.19,196.031245
1.51,Premium,E,SI2,60.6,59.0,10570,7.47,7.41,4.51,249.64067699999998
1.56,Ideal,F,SI2,61.2,55.0,10571,7.47,7.57,4.6,260.12034
1.23,Ideal,G,VVS1,61.8,56.0,10572,6.8,6.89,4.24,198.65248
1.86,Premium,G,SI2,62.5,60.0,10572,7.9,7.8,4.91,302.55420000000004
1.7,Premium,G,SI2,62.5,58.0,10574,7.53,7.6,4.73,270.68844
1.32,Very Good,F,VS1,60.3,57.0,10575,7.08,7.12,4.28,215.75308800000002
1.51,Very Good,G,SI1,59.6,60.0,10576,7.42,7.45,4.43,244.88597
1.51,Ideal,I,VS1,61.6,56.0,10576,7.37,7.43,4.56,249.70149599999996
1.1,Premium,E,VVS2,60.1,58.0,10577,6.76,6.69,4.04,182.706576
2.02,Ideal,I,SI2,62.3,55.0,10577,8.1,8.06,5.03,328.38858000000005
3.02,Fair,I,I1,65.2,56.0,10577,9.11,9.02,5.91,485.63770199999993
1.02,Premium,D,VVS2,61.4,58.0,10580,6.43,6.46,3.96,164.489688
1.61,Very Good,E,SI2,60.4,58.0,10580,7.59,7.64,4.6,266.7429599999999
1.2,Premium,F,VVS2,62.8,60.0,10580,6.79,6.74,4.25,194.49955
1.23,Ideal,F,VVS2,63.0,55.0,10580,6.89,6.79,4.31,201.63516099999998
1.79,Premium,J,VS2,62.5,60.0,10581,7.76,7.69,4.83,288.227352
1.41,Ideal,G,VS2,60.8,55.0,10581,7.27,7.2,4.4,230.31360000000004
1.24,Premium,G,IF,60.5,58.0,10584,6.94,7.0,4.22,205.0076
1.5,Premium,H,VS1,59.3,61.0,10584,7.53,7.47,4.45,250.308495
1.5,Very Good,H,VS1,63.4,56.0,10584,7.29,7.25,4.61,243.650025
1.51,Ideal,E,SI2,61.9,56.0,10588,7.31,7.36,4.54,244.259264
1.7,Ideal,J,VS1,60.9,58.0,10589,7.73,7.68,4.69,278.428416
1.52,Ideal,H,SI1,61.5,58.0,10589,7.4,7.36,4.54,247.26656000000003
1.69,Premium,I,VS2,62.4,58.0,10600,7.66,7.53,4.74,273.40225200000003
1.53,Very Good,I,VS1,62.8,55.0,10602,7.35,7.4,4.63,251.82569999999998
1.35,Ideal,D,VS2,61.3,57.0,10602,7.09,7.13,4.36,220.405412
1.11,Ideal,F,VVS1,61.9,57.0,10602,6.66,6.62,4.11,181.206612
1.03,Ideal,D,VS1,61.7,57.0,10607,6.45,6.48,3.99,166.76604000000003
1.58,Very Good,H,VS2,61.4,60.0,10608,7.49,7.44,4.58,255.22324800000004
1.43,Premium,G,VS2,62.2,58.0,10609,7.18,7.15,4.46,228.96302
1.23,Very Good,F,VS1,59.3,59.0,10609,6.98,7.01,4.15,203.05867
1.52,Ideal,I,IF,62.2,57.0,10609,7.33,7.27,4.54,241.932514
1.29,Ideal,G,VVS2,62.4,57.0,10614,6.94,6.97,4.34,209.93361199999998
1.03,Ideal,F,IF,63.1,55.0,10615,6.45,6.46,4.07,169.58469000000002
1.5,Good,G,SI1,63.7,59.0,10618,7.23,7.19,4.59,238.605183
1.52,Very Good,H,VS2,63.3,57.0,10618,7.33,7.32,4.64,248.96198399999997
1.5,Good,G,SI1,64.2,58.0,10618,7.2,7.14,4.6,236.4768
1.5,Premium,G,SI1,62.3,58.0,10618,7.33,7.27,4.55,242.46540499999998
1.58,Premium,I,VS1,61.1,59.0,10618,7.52,7.44,4.57,255.686016
1.03,Ideal,F,VVS1,62.1,56.3,10619,6.43,6.5,4.02,168.0159
1.75,Premium,J,VS1,62.2,59.0,10619,7.74,7.7,4.8,286.0704
1.22,Ideal,E,VS1,62.4,54.0,10622,6.77,6.88,4.26,198.42057599999998
1.52,Fair,G,VS2,55.2,66.0,10623,7.72,7.67,4.26,252.24482399999997
1.51,Premium,I,VVS2,61.1,60.0,10623,7.33,7.36,4.49,242.23011200000005
1.52,Premium,D,SI2,59.8,60.0,10623,7.5,7.42,4.46,248.19899999999998
1.4,Premium,F,VS2,61.5,60.0,10625,7.25,7.18,4.44,231.12420000000003
1.5,Very Good,E,SI1,58.6,62.0,10626,7.43,7.46,4.36,241.665208
1.51,Good,H,VS2,63.5,60.0,10628,7.24,7.27,4.61,242.64642800000001
2.63,Premium,J,I1,62.3,61.0,10628,8.81,8.76,5.47,422.150532
1.32,Ideal,G,VS1,62.4,53.0,10631,7.03,7.08,4.4,218.99856000000003
1.5,Very Good,G,SI1,63.6,58.0,10633,7.14,7.29,4.59,238.91225399999996
1.57,Ideal,I,SI1,62.2,56.0,10633,7.42,7.47,4.63,256.62886199999997
1.75,Very Good,I,SI1,62.8,59.0,10635,7.62,7.66,4.8,280.17215999999996
1.25,Ideal,G,VVS2,61.5,55.0,10636,6.92,6.94,4.26,204.585648
1.25,Ideal,G,VVS2,62.5,54.0,10636,6.88,6.93,4.31,205.49390399999996
1.35,Ideal,H,VVS1,61.9,57.0,10639,7.06,7.09,4.38,219.242652
2.0,Good,I,VS2,64.0,60.0,10640,7.9,7.83,5.04,311.75928000000005
1.25,Premium,E,VS2,61.5,58.0,10640,6.98,6.91,4.27,205.94978600000002
1.52,Premium,G,VS1,58.8,61.0,10640,7.54,7.45,4.41,247.72293000000002
1.02,Very Good,E,VVS1,60.2,60.0,10641,6.39,6.54,3.89,162.565434
1.52,Ideal,I,VS1,62.4,57.0,10641,7.32,7.36,4.58,246.74841600000002
1.56,Ideal,H,SI1,60.4,59.0,10642,7.5,7.53,4.54,256.3965
1.15,Ideal,G,VVS1,62.7,56.0,10644,6.69,6.67,4.19,186.96743700000002
1.5,Fair,G,VS2,66.2,53.0,10644,7.12,7.08,4.7,236.92512000000002
1.6,Very Good,D,SI2,60.6,58.0,10646,7.55,7.61,4.59,263.720745
1.5,Ideal,I,VVS2,61.7,55.0,10646,7.32,7.39,4.54,245.590392
1.23,Ideal,G,VVS2,60.8,57.0,10646,6.89,6.92,4.2,200.25096
1.23,Very Good,F,VVS2,58.5,59.0,10650,6.98,7.07,4.11,202.82274600000002
1.5,Very Good,H,VS1,63.4,59.0,10652,7.13,7.2,4.54,233.06544
1.3,Very Good,G,VS1,62.5,58.0,10654,6.9,6.95,4.33,207.64515000000003
1.51,Premium,G,SI1,60.4,58.0,10655,7.46,7.38,4.48,246.64550400000002
1.51,Premium,H,VS1,59.6,60.0,10655,7.5,7.41,4.44,246.75300000000004
1.51,Ideal,I,VS1,63.2,57.0,10655,7.4,7.28,4.62,248.88864000000004
1.35,Ideal,G,VS1,62.7,57.0,10656,7.02,7.07,4.42,219.370788
1.27,Ideal,F,VS2,61.0,54.0,10656,7.0,7.02,4.28,210.31920000000002
1.79,Ideal,J,VS2,61.8,56.0,10658,7.74,7.85,4.82,292.85838
1.53,Ideal,H,SI1,61.1,57.0,10659,7.45,7.44,4.55,252.19740000000002
1.53,Premium,H,SI1,61.0,61.0,10659,7.45,7.4,4.53,249.73890000000003
2.22,Very Good,J,SI2,61.2,63.0,10662,8.33,8.23,5.07,347.57841300000007
1.7,Ideal,I,VS2,61.1,57.0,10662,7.7,7.66,4.69,276.62558
1.6,Ideal,F,SI2,61.7,56.0,10662,7.53,7.5,4.64,262.044
1.7,Premium,I,VS2,62.7,58.0,10662,7.57,7.52,4.73,269.26187200000004
1.09,Very Good,F,IF,61.1,58.0,10663,6.63,6.69,4.07,180.52362900000003
1.52,Good,F,SI1,63.6,54.0,10664,7.33,7.22,4.63,245.031638
2.02,Good,J,SI2,64.4,60.0,10666,7.87,7.93,5.09,317.66231899999997
1.78,Premium,H,SI2,61.0,61.0,10666,7.88,7.82,4.79,295.167464
1.5,Premium,H,VS2,60.6,61.0,10668,7.34,7.31,4.44,238.229976
1.62,Premium,I,VS2,60.1,59.0,10669,7.63,7.6,4.58,265.58504
1.26,Premium,F,VS1,62.0,58.0,10669,6.95,6.88,4.29,205.13064
1.5,Good,G,VS2,63.7,57.0,10669,7.29,7.25,4.63,244.707075
2.01,Fair,I,SI2,66.5,61.0,10671,7.81,7.75,5.17,312.927175
1.02,Very Good,E,VVS1,62.2,57.0,10672,6.4,6.59,4.04,170.39104
1.7,Very Good,I,SI1,61.9,62.0,10680,7.52,7.58,4.67,266.197472
1.63,Ideal,G,SI2,62.6,53.0,10680,7.55,7.49,4.71,266.348145
1.5,Very Good,H,VS1,60.7,58.0,10681,7.35,7.42,4.48,244.32576000000003
1.75,Very Good,J,VS1,61.5,59.0,10681,7.75,7.83,4.79,290.669175
1.17,Very Good,D,VS1,60.5,57.0,10681,6.79,6.86,4.13,192.372922
1.71,Very Good,I,SI1,62.4,59.0,10681,7.63,7.6,4.75,275.443
1.68,Ideal,J,VS1,61.1,57.0,10681,7.64,7.7,4.69,275.90332
1.57,Very Good,I,VS1,62.7,58.0,10682,7.41,7.43,4.65,256.011795
1.5,Very Good,F,SI1,63.4,60.0,10684,7.2,7.27,4.59,240.25896
1.59,Very Good,D,SI2,59.9,59.0,10685,7.6,7.52,4.53,258.89856
